currency_code,sub_total,schedule_next_scheduled_date,schedule_period,schedule_unit,schedule_due_date,schedule_due_date_type
GBP,195.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,270.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,270.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,270.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,285.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,285.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,285.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,285.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,210.0,44940.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,90.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,240.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,330.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,180.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,30.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,90.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,90.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,120.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
GBP,45.0,44941.0,3.0,MONTHLY,7.0,DAYSAFTERBILLDATE
