current_date,amount_in_bank
2023-11-06 00:00:00,159111.0
2023-11-07 00:00:00,159111.0
2023-11-08 00:00:00,159945.0
2023-11-09 00:00:00,161502.0
2023-11-10 00:00:00,162699.0
2023-11-11 00:00:00,163929.0
2023-11-12 00:00:00,163929.0
2023-11-13 00:00:00,164226.0
2023-11-14 00:00:00,164496.0
2023-11-15 00:00:00,164916.0
2023-11-16 00:00:00,165396.0
2023-11-17 00:00:00,167262.0
2023-11-18 00:00:00,167559.0
2023-11-19 00:00:00,167967.0
2023-11-20 00:00:00,168117.0
2023-11-21 00:00:00,168837.0
2023-11-22 00:00:00,169437.0
2023-11-23 00:00:00,170067.0
2023-11-24 00:00:00,171432.0
2023-11-25 00:00:00,171672.0
2023-11-26 00:00:00,172287.0
2023-11-27 00:00:00,173037.0
2023-11-28 00:00:00,173037.0
2023-11-29 00:00:00,174102.0
2023-11-30 00:00:00,175002.0
2023-12-01 00:00:00,175539.0
2023-12-02 00:00:00,176226.0
2023-12-03 00:00:00,176586.0
2023-12-04 00:00:00,177663.0
2023-12-05 00:00:00,178503.0
2023-12-06 00:00:00,178503.0
2023-12-07 00:00:00,178503.0
2023-12-08 00:00:00,178983.0
2023-12-09 00:00:00,179835.0
2023-12-10 00:00:00,179835.0
2023-12-11 00:00:00,180075.0
2023-12-12 00:00:00,180075.0
2023-12-13 00:00:00,180345.0
2023-12-14 00:00:00,181080.0
2023-12-15 00:00:00,181320.0
2023-12-16 00:00:00,182100.0
2023-12-17 00:00:00,182760.0
2023-12-18 00:00:00,183000.0
2023-12-19 00:00:00,183372.0
2023-12-20 00:00:00,183372.0
2023-12-21 00:00:00,183372.0
2023-12-22 00:00:00,184419.0
2023-12-23 00:00:00,185640.0
2023-12-24 00:00:00,186069.0
2023-12-25 00:00:00,186759.0
2023-12-26 00:00:00,186909.0
2023-12-27 00:00:00,187329.0
2023-12-28 00:00:00,187839.0
2023-12-29 00:00:00,187839.0
2023-12-30 00:00:00,188703.0
2023-12-31 00:00:00,189735.0
