current_date,amount_in_bank
2023-11-14 00:00:00,388613.0
2023-11-15 00:00:00,389603.0
2023-11-16 00:00:00,390297.0
2023-11-17 00:00:00,390891.0
2023-11-18 00:00:00,392678.0
2023-11-19 00:00:00,393767.0
2023-11-20 00:00:00,394955.0
2023-11-21 00:00:00,396143.0
2023-11-22 00:00:00,398325.0
2023-11-23 00:00:00,400608.0
2023-11-24 00:00:00,401400.0
2023-11-25 00:00:00,402590.0
2023-11-26 00:00:00,403778.0
2023-11-27 00:00:00,404471.0
2023-11-28 00:00:00,405564.0
2023-11-29 00:00:00,407350.0
2023-11-30 00:00:00,408540.0
2023-12-01 00:00:00,411017.0
2023-12-02 00:00:00,411017.0
2023-12-03 00:00:00,413892.0
2023-12-04 00:00:00,414985.0
2023-12-05 00:00:00,414985.0
2023-12-06 00:00:00,416472.0
2023-12-07 00:00:00,416472.0
2023-12-08 00:00:00,416472.0
2023-12-09 00:00:00,416472.0
2023-12-10 00:00:00,423005.0
2023-12-11 00:00:00,423005.0
2023-12-12 00:00:00,424096.0
2023-12-13 00:00:00,425484.0
2023-12-14 00:00:00,425979.0
2023-12-15 00:00:00,427068.0
2023-12-16 00:00:00,428058.0
2023-12-17 00:00:00,428752.0
2023-12-18 00:00:00,429346.0
2023-12-19 00:00:00,431133.0
2023-12-20 00:00:00,432222.0
2023-12-21 00:00:00,433410.0
2023-12-22 00:00:00,434598.0
2023-12-23 00:00:00,436780.0
2023-12-24 00:00:00,439063.0
2023-12-25 00:00:00,439855.0
2023-12-26 00:00:00,441045.0
2023-12-27 00:00:00,442233.0
2023-12-28 00:00:00,442926.0
2023-12-29 00:00:00,444019.0
2023-12-30 00:00:00,445805.0
2023-12-31 00:00:00,446995.0
